CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
13089566,1439,4920828,16534128,1864706,7984994,1848257,67550,3337878,1630427,57696,16496505,10000,,22176085,26562967,25003377,1559590,0,1303633,0,286
13104658,2229,16016917,10705254,1621973,4108957,4974324,148901,1824636,126658,,24919778,16905000,,24471280,25027399,20245016,4782383,0,4080959,0,153
13203635,4690,5923869,31890110,14701768,15392995,1795347,,15056388,,,22757591,2671170,,43199348,43330119,37507279,5822840,0,4839708,0,54
13236004,4939,23993304,11295020,434766,9911763,948491,422898,25577828,1167624,22028125,-13062355,603073,,14901667,15520631,20776253,0,5255622,0,5255622,117
13313735,4639,45148500,7369561,2365270,4284790,-271205,74010,27507103,29115,,25055853,50200,,54308555,54959098,50811943,4147155,0,3518520,0,73
13351089,5510,16690728,3949488,1421264,1209137,1319087,10272,18559393,0,0,2091095,350000,0,12680221,12977910,11176391,1801519,0,1735107,0,123
13421834,1414,24242494,15809884,12665138,3031109,113637,81120,14318443,,340335,25474720,50929200,,57455059,58551767,63123991,0,4572224,0,4572224,606
13422376,2229,1153481,2374011,642659,1470964,260388,,1312814,,,2214678,1015,,3174504,3431796,3144271,287525,0,242477,0,32
13510419,4637,39133327,11717157,6008194,2229912,3479051,164227,30598702,0,0,20416009,5197830,0,51382816,51765384,44146858,7618526,0,6527340,0,110
13515491,4120,13732913,2998661,45964,2527178,425519,,18381162,471018,,-2120606,50000,,3573843,5063140,7323746,0,2260606,0,2260606,70
13609073,121,34038811,13174716,3049731,10049846,75139,1423052,25709498,10800132,,12126949,100000,,36432300,39958878,38389486,1569392,0,1230442,0,153
1113652,4511,32716034,10678764,5381931,5018325,278508,1025775,32491576,2670759,,9258238,6800000,,68276325,68644093,68167901,476192,0,476192,0,136
1114003,4719,16160164,10569911,2298278,301345,7970288,38452,2096124,21600,,24650803,3567368,,16364165,16427664,14967795,1459869,0,1141166,0,86
1117760,3530,1366707,5234388,691416,3093089,1449883,,7436574,363855,,-1199334,,1572572,4002391,4232081,5629390,0,1397309,0,1397309,31
1121035,4675,839399,4619079,1107250,1649127,1412702,,3572880,,231852,1653746,6235,,9961272,10016852,8628054,1388798,0,1159105,0,20
1121175,2573,20997079,5151164,1549783,3407547,193834,61685,4936266,237725,,21035937,14125098,,9852858,10078226,9186592,891634,0,877424,0,83
1122928,2830,9694241,6571418,60365,634294,59421,10352,179638,,,16096373,12366813,,2049739,5883542,5541300,342242,0,266743,0,7
1123168,4621,324326,403203,125461,145525,132217,,618515,,,109014,191486,,6344869,6475234,6604401,0,129167,0,130232,6
1124350,1610,59061877,6008472,3999143,1881413,127916,43520,44336035,94620,,20683214,3145000,,28422454,28752995,27070117,1682878,0,1494026,0,165
1129209,4931,438424,827523,171617,239910,415996,,1081916,88280,2006,93745,432740,42039,3667494,4809296,4760792,48504,0,35992,0,68
1132468,1107,21236824,10883183,2494063,7876695,512425,83388,16688771,4976,,15509648,626360,,47692703,48459078,46493695,1965383,0,1627345,0,127
1198926,2562,20371867,6158578,3857081,2016020,285477,,20383065,,,6147380,2182758,,12401101,13368161,13202507,165654,0,165654,0,156
1201320,1011,452108,9175466,1206292,3887572,4081602,145399,6244303,,,3528670,10000,,59560318,59902049,59579108,322941,0,263841,0,104
1203895,1392,7389654,10512323,8747854,1730119,34350,96113,6400057,,21648,11576385,6439730,,25404007,24109019,24215214,0,106195,0,106195,92
1210493,4221,4767139,26512660,3681372,21585591,1201554,21494,23151503,,1436920,6712870,145000,,39952603,40575188,39307819,1267369,0,1043434,0,54
1213309,4211,10332819,18422765,8189921,5858912,4373932,151403,23995129,,812877,4098981,490290,,29625255,28871397,32062975,0,3191578,0,3191578,205
1218705,4511,4516208,6230862,2614961,3406070,209831,145838,8187575,207810,0,2497523,1000,0,34504362,35575041,34578567,996474,0,862079,0,32
1222544,3109,22709374,23249320,19130006,3206071,913243,120454,15691878,1381885,90446,28914939,4238358,,33233909,38424099,38728344,0,304245,0,335290,413
1224553,2332,51794012,55582405,14595516,9600318,31386571,133733,10759951,,,96750199,346210,,78246402,85501273,77855358,7645915,0,7112368,0,271
1225869,4939,2659821,3494361,202985,3255518,35858,100130,1081237,1717340,228095,3227640,461190,,8108852,8252482,8369552,0,117070,0,199742,104
1235170,2830,29013513,82550102,37910611,32819371,2739602,93830,6465867,1807506,,103384072,1249298,,93668217,96532106,87711527,8820579,0,7875143,0,422
1235579,3220,18174989,34392043,31541531,759277,1964667,46905,1730176,2164012,,48719749,494604,,22754026,23807579,23167352,640227,0,408677,0,270
1239422,3109,23377547,25886989,27827587,7385818,-9326416,,21328602,2435688,,25500246,400000,,78338026,82991737,82254757,736980,0,561599,0,469
1243237,5510,16752931,8850349,119702,463341,2167306,20165,1416487,1585065,,22621893,500,,16746732,16996331,13614917,3381414,0,3275680,0,139
1245068,5510,82711694,25459977,438805,1832379,7833849,111890,14526284,1623904,107729,92025644,19226015,,42141254,42883894,32521451,10362443,0,9905932,0,281
1472990,4939,13208188,7155109,325322,6503317,326470,4343,9291024,9388,600000,10467228,558058,,13927013,24474464,21325342,3149122,0,2731533,0,126
1753287,1013,17470506,6517913,3439604,2149313,928996,77868,13189687,1540328,,9336272,4000000,,66028862,94490691,93278843,1211848,0,1211848,0,235
1755482,3600,64465138,501050273,1373750,482116618,17559905,78638,40316710,468843836,1439047,54994456,3069670,,76804820,77415726,64183891,13231835,0,11004696,0,776
1758080,4931,13446674,20227777,894252,19040732,292793,279760,35884794,,,-1930583,210755,,32088072,34502636,33486723,1015913,0,1015913,0,257
1760047,4711,26794151,11837971,4422747,1033691,6020469,10191,5612865,197909,,32831539,2597322,,76779585,77169822,72463816,4706006,0,4023696,0,162
1766830,2841,49526834,30614282,24286113,4985632,1342537,7944,22406181,6116635,150000,51476244,23750373,,86516628,92327093,85967481,6359612,0,5926080,0,794
1769011,2562,8865898,4440755,1769509,1868380,786767,64872,14699466,3004848,,-4332789,875000,,8570273,7552700,11014472,0,3461772,0,3461772,74
1772076,1431,6445554,15755870,9106710,5994011,655149,6443,4040816,1101565,,17065486,3990125,,22827984,25270494,24564923,705571,0,596822,0,312
1774336,4941,8889894,16638980,6404256,7724416,2510308,,7962581,,,17566293,15000,,29224705,30045632,27977301,2068331,0,1761512,0,67
2522493,4291,2808719,25154298,3258959,6635398,15259941,26611,8739156,7600,12018041,7224831,1557558,,41615406,43323627,42231030,1092597,0,790401,0,237
2528313,5510,46903723,1651113,385168,832098,409472,2556,14105899,42289,,34409204,5000000,,18157242,18565603,12456128,6109475,0,5952279,0,95
2577146,5223,19840676,5701329,605987,3844715,1250627,1166060,4967323,18117661,54101,3568980,,692557,17669494,21740346,21577193,163153,0,130754,0,165
2680930,4211,6868888,7139312,1739264,780862,4619186,420470,1246690,,,13181980,2578282,,13220627,13443652,15194932,0,1751280,0,1751280,88
2684940,3600,170923944,101339853,1215019,12886048,72238786,314344,66539416,151195688,1892532,52950505,4969213,,80777438,83765403,70540313,13225090,0,10778830,0,761
2763904,1089,1254806,28175935,20796937,6179124,1199874,,11820552,25758,35782,17548649,5000000,,47840984,48690832,43738797,4952035,0,4316504,0,47
3046843,4931,18792057,7139187,291230,5665330,811299,,7194305,,,18736939,2540983,,24192743,24611012,23876678,734334,0,600205,0,208
3049017,1610,14890834,9703380,8025679,1629387,48314,515,8517955,18109,,16058665,883740,,8727134,11436942,11343382,93560,0,66062,0,53
3050887,5510,22711873,11362662,1729205,1986690,7646767,17107,7342217,223982,,26525443,200,,31331387,31888422,20201773,11686649,0,11489376,0,207
3097146,4211,12214304,2641620,275664,1599210,766746,1795,20577243,,1169410,-6888934,4701366,,4212669,4481344,13662653,0,9181309,0,9181309,71
3102218,4646,27719533,28230177,9672624,17374764,1182789,12118,5139317,786276,,50036235,120000,,48514532,49116591,38914942,10201649,0,8707275,0,66
3102412,4619,12086832,4901163,3011902,1692572,196689,55211,22920257,0,0,-5877051,1548623,0,12801502,14180223,19434867,0,5254644,0,5254644,54
3238610,9200,203643,1473606,12657,1223332,237617,,226198,,,1451051,131364,,38793354,38800985,37758439,1042546,0,902523,0,47
3391027,4646,858934,78561653,9700557,32999633,35861463,107259,60032548,,1175506,18319792,2869820,,113769779,116507906,114232082,2275824,0,1637500,0,50
3445623,4211,18367204,17502275,4990012,11406225,1106038,298536,20202176,2306560,549920,13109359,231600,,26931773,28289172,26503940,1785232,0,1513850,0,148
3480515,2599,218771,733700,105700,551951,76049,5090,1219799,,,-262238,100000,,1498214,8852451,8382594,469857,0,452544,0,20
3500299,9103,10301890,11423564,388190,10187228,848146,,11419751,,,10305703,200,,3904723,3916247,2734078,1182169,0,993022,0,
3506097,4941,5810042,5878143,158910,3707291,2011942,,6110400,,,5577785,6440000,,16981529,17701858,17676755,25103,0,8906,0,57
3563696,4719,29921921,32972963,19247953,3462380,6599362,124332,7195616,250,,55823350,15180,,63598728,63936659,58241830,5694829,0,4884881,0,137
3582396,2110,13327757,16805780,2717886,9542699,4545195,171941,22531197,220658,,7553623,2333020,,29960795,31141756,31078213,63543,0,63543,0,203
3600271,1413,39656133,24048088,9555149,1648128,12844811,105508,3349425,,7000895,53459409,4620975,,57391196,60215484,53727372,6488112,0,5659228,0,1008
3623887,4211,35497900,16685301,1421194,1933997,13330110,,2395892,498167,,49289142,394035,,12408681,16646673,18897646,0,2250973,0,2250973,240
3667158,1413,17021141,12579718,9844352,2446524,203574,241253,8526446,,,21315666,2230125,,31980852,35262018,35565583,0,303565,0,303565,532
3756670,3109,6636973,15592222,12038185,2395035,1159002,,13155256,,,9073939,220,,42361931,42430112,39800051,2630061,0,2334069,0,104
3800571,4941,326259,7937841,2217473,5470982,249386,12083,6831453,,,1444730,650,,32020074,32063386,30788118,1275268,0,1104631,0,20
3840525,3109,12345741,11880325,10412299,699578,768448,76636,14136261,1165764,,9000677,400000,,16564000,17243204,16723792,519412,0,407106,0,100
3909359,4639,615017,1332362,761846,567170,3346,692,1684688,,,263383,2000,,17818838,17834110,17521827,312283,0,259616,0,17
3944917,4719,1640178,1351005,1087957,17091,245957,,638659,,,2352524,200,,11295349,11433347,11279465,153882,0,113174,0,66
4028020,4711,4103198,14064161,2519169,9491973,2053019,,2987544,13750,,15166065,100000,,35099341,35142514,32711463,2431051,0,2064061,0,71
4086293,1729,7908894,8058634,2081826,5957847,18961,6096,7521984,1586998,,6864642,500600,,18940383,20205317,18811792,1393525,0,1369002,0,59
4150043,4690,15302220,30959510,20042469,8999294,1125328,,29780684,9667,,16471379,4400000,,60169851,60550387,56846813,3703574,0,3219560,0,209
4276000,5223,10128082,2300956,902106,255431,1143419,1178,1284589,9279967,580137,1285523,,411398,5591554,6668689,6665731,2958,0,0,0,86
4331392,4211,7326556,4798452,2018608,2254743,525101,13823,3381034,0,589998,8167799,4433210,0,14296250,16109987,17308265,0,1198278,0,1198278,126
4367213,1051,45984260,32266852,5702326,8615957,17948569,209197,7406658,11567849,,59485802,2000000,,68712257,73909929,66383747,7526182,0,6762076,0,214
4408470,4641,7098218,3946001,1869727,1992472,83802,451,2829271,,,8215399,100000,,12438930,12743959,12122070,621889,0,527387,0,
4466322,1413,25309730,29691490,16003725,8356463,1389676,288799,7394039,,,47895980,9159932,,62994055,66362930,58687022,7675908,0,6609448,0,885
4624767,4941,8189998,4250132,137442,4052787,59903,,5567899,,,6872231,3111300,,7112959,8593215,10547845,0,1954630,0,1954630,39
4727746,910,96374640,8915253,2128845,4952086,1804578,92176,70023975,50050,571649,34736395,10953845,,22899638,59859353,51912311,7947042,0,7947042,0,137
4728717,322,19187753,10803231,8172508,2414015,216708,220795,10005247,4669663,,15536869,3627498,,19693298,24856060,24175011,681049,0,559204,0,112
4786351,4649,3774942,21474077,9638952,11312955,475288,48762,16101704,,,9196077,400000,,57106224,59017686,56128041,2889645,0,2413656,0,157
4846615,4941,11265278,9714650,0,8541134,1173516,6652,13955125,0,0,7031455,7120,0,27744407,28342219,26433243,1908976,0,1643539,0,58
4894710,1011,22938748,18648330,2976,18647872,-2518,,56454056,,,-14866978,10000,,18718253,18993635,22637190,0,3643555,0,3643555,13
4960473,4649,1490390,1768532,778702,476936,460212,4198,2612276,,,650844,19600,,8297144,8336332,8242179,94153,0,78253,0,33
4997340,4941,27011947,16811572,297857,15254467,1259248,1151751,30556868,,,14418402,2000000,,74337717,79180579,76964985,2215594,0,1925832,0,201
5368900,4120,33240107,22545170,7937230,13860657,747283,,67966739,,901717,-13083179,500000,,9353926,10099922,10648513,0,548591,0,548591,108
5450936,4532,69480355,9547631,2315496,6782432,449703,,54775068,13054950,,11197968,10000000,,28064780,28479512,27740544,738968,0,591719,0,239
5498624,2591,14209567,9477419,2791397,6589860,96162,4002,11823626,15007,,11852355,433570,,33325786,34052940,33763248,289692,0,144891,0,117
5504181,147,21621946,15599039,4096187,6663663,4839189,185849,4445117,216294,,32745423,25000,,54003738,142693935,132370712,10323223,0,9073287,0,312
5608999,1011,11214054,1674219,119195,416855,1138169,38232,4349270,1392575,,7184660,687900,,4107127,5323037,5691598,0,368561,0,460315,4
5641421,4711,29852177,3807134,2503222,1053146,250766,522808,14117418,5351,,20059350,14020,,80217994,80225503,73280881,6944622,0,6330856,0,274
5718339,4313,3157078,3463189,383708,2925626,152895,20723,24616166,,,-17975176,565575,,930353,-1365422,1294366,0,2659788,0,2659788,14
5851237,4730,11079782,10622509,2514028,7625549,482932,20521,12204038,,,9518774,11000,,74940646,78759359,77267779,1491580,0,1309045,0,118
5875082,5510,14203955,689733,313165,131533,245035,506,8326776,599074,,5968344,5000,,7197005,9654368,10250293,0,595925,0,627897,65
5900631,1052,53110337,21797628,10701928,6782300,1757737,787524,21871719,2285400,,51538370,8000000,,99870840,103041832,95494779,7547053,0,6972951,0,587
5993355,4941,5096303,1920806,56832,1837799,26175,229137,3553230,,,3693016,17750,,11672051,12517841,11254203,1263638,0,1051547,0,30
6000549,4711,4742991,3903899,2627959,782844,493096,3105,6794434,,,1855561,16000,,50423738,51839076,50171021,1668055,0,1364850,0,176
6064798,4619,704209,23974467,6071171,14723609,3179687,32769,13588525,,,11122920,462000,,44460200,44745610,42117393,2628217,0,2261419,0,
6064801,150,22670245,7228863,3583640,3507188,138035,17122,8483093,5095978,,16337159,1100000,,14661652,22812952,22444428,368524,0,319669,0,104
6168900,3109,9432424,17310833,3991618,586620,2015285,2415,1171211,208084,,25366377,3535900,,12079701,12723137,11370740,1352397,0,1108818,0,93
6178970,4211,5574418,44056160,1067945,10870145,32118070,10185,6129250,,5375485,38136028,200,,34352880,34926479,30491758,4434721,0,3812894,0,106
6184859,4672,46348719,27938370,6381073,18159070,3398227,481850,49986535,,,24782404,997500,,76259001,77972024,73854016,4118008,0,3281318,0,226
6269971,1071,26611901,7583865,3650115,1782340,2151410,93150,10166211,14469,0,24108236,700000,0,112339916,133592784,129064734,4528050,0,4087473,0,474
6270402,910,6221241,14055595,3346541,7605058,3103996,47051,3743477,0,0,16580410,2356420,0,17075950,17944690,12971213,4973477,0,4208260,0,70
6334018,4531,19939051,45161275,28523116,13160520,1152987,103869,10496578,3495,543536,54160586,4150000,,76705188,78230310,67733071,10497239,0,9043636,0,99
6334034,3109,9031815,7195470,4494938,2416429,284103,4604,5665422,1424454,,9142013,1500000,,20253938,20837506,20322675,514831,0,419016,0,162
6380103,4651,5997706,12427303,9437785,2604985,383219,40196,13147235,,,5317970,350000,,49848423,50452127,46751883,3700244,0,3162999,0,88
6417890,4673,3575471,19513751,7351572,11512750,649429,150796,9865674,,232506,13141838,142000,,46398004,46476206,46091472,384734,0,309817,0,92
6417962,4531,12490321,24081291,8913214,8225341,2908859,111809,14239734,14462,0,22429225,2000000,0,88789861,90506173,86545621,3960552,0,3884403,0,150
6455923,5510,22340443,6994580,958579,5858508,143045,,15096701,6923747,,7314575,474680,,4985093,6201265,5449776,751489,0,659698,0,53
6525271,4941,30233848,11882077,1363980,10517590,507,198826,26351938,,,15962813,1040000,,28610462,29682323,29196825,485498,0,451758,0,113
6525450,1051,13266935,8110961,2942436,3657530,1510995,18799,8814742,,,12581953,836040,,38180912,39725250,34636020,5089230,0,4422972,0,101
6535640,4690,2280628,44011827,11427455,32370926,213446,218478,40375398,,311000,5824535,5559788,,109507915,109776286,108316782,1459504,0,1257058,0,111
6538816,4120,34675510,41768807,4432942,14781967,12553898,626673,4139564,,2096210,70835216,222210,,27960048,30953258,20942528,10010730,0,8631757,0,123
6564793,3109,8188688,13399926,2569,13325684,71673,404,498469,,,21090549,10710,,7358569,7367536,5220178,2147358,0,1833929,0,80
6582234,3811,20019787,12992789,739175,4745108,7508506,207914,25310890,53268,2054614,5801718,1800000,,24913706,25192650,24548636,644014,0,179868,0,121
6593330,2120,8717875,9917479,3915942,4172364,1829173,196078,3122104,1956114,367283,13385931,18229560,,7808272,9268608,10340477,0,1071869,0,1071869,73
6626276,2511,7542673,23378588,5327148,15894702,2156738,390346,18199969,139113,,12972525,50000,,33249006,38606341,32813807,5792534,0,5029628,0,149
6664156,9601,26489607,11392097,8257239,3052473,82385,854,19875774,3415078,,14591706,15010,,23831153,27142052,26121703,1020349,0,985820,0,247
6668000,4711,23687387,23660650,5972557,878552,6761742,8633,2828294,,,44528376,17800,,98019605,98387494,86679839,11707655,0,10700221,0,315
6668204,1051,8817456,18094182,3190411,4143115,10760656,54011,7241746,,,19723903,829030,,56321165,56583054,55494901,1088153,0,950807,0,44
