CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
14266933,4754,6091201,35097188,10406839,12808953,11881396,185901,31260653,1500,,10112137,50000,,113445621,115113427,110155714,4957713,0,4313368,0,245
22138811,7022,145278,41594374,0,37516747,4077627,6543,30143786,0,0,11602409,213780,0,39638691,43039191,47837377,0,4798186,0,4798186,32
22177616,4690,10303882,80831389,36695099,33709080,6477161,4841,77117548,0,35905,13986659,38081362,0,322689569,323109630,319279513,3830117,0,3830117,0,31
22188461,4511,25189884,128354229,89223298,32817822,6313109,248591,110517324,,751968,42523412,178600,,1113890284,1115921907,1096968525,18953382,0,13062176,0,474
22201773,6201,12949026,59639178,,48300611,11338567,1303853,27090897,13104,,46788056,12633000,,159025307,159324916,146958564,12366352,0,10887588,0,543
22205619,4120,19863949,69779063,18565439,41543282,9670342,,82089653,481685,12928,7058746,5000000,,163160012,157325985,155315640,2010345,0,1668219,0,270
22243515,1012,175553026,50028419,8845157,40676171,507091,618330,191913733,35059464,,-773422,16193840,,488955750,498337087,487659782,10677305,0,10677305,0,818
22244618,4120,10116321,144442624,0,58508897,30640498,238988,18410185,,5567077,130820671,10000,,148886920,206413997,145657823,60756174,0,59410418,0,59
22282280,2815,45652153,74851270,40377601,31355881,3117788,352927,68813343,313956,1341127,50387924,20050200,0,136662606,147968274,148444324,0,476050,0,2460700,458
22302840,4771,50498307,28810742,14887597,1413433,12509712,4293573,34426298,17665436,393888,31117000,7900000,,145461864,145671140,129477192,16193948,0,13572306,0,232
22302867,4771,58338319,36658457,17765840,1109670,17782947,4376131,35353156,22146457,731762,41141532,11400000,,189019393,189195389,156635322,32560067,0,27461532,0,244
22302883,4771,63706117,43850676,21294199,1661495,20894982,3250466,37170372,31434437,252640,41949810,7100000,,238501235,238775725,198697662,40078063,0,33429810,0,317
22304337,4771,118858698,162585632,54434184,4244175,103907273,10746918,61436883,65406626,6220599,159127140,24500000,,795973779,799049332,643971779,155077553,0,129727140,0,964
22305995,4771,20413686,28986883,16759204,866047,11361632,306060,8904926,7186266,668657,32946780,8700000,,126957761,127155692,100250620,26905072,0,22506780,0,134
22340771,4621,750495,38653435,19309071,17355248,1989116,,16420502,,,22983428,2662360,,231394260,231632490,230409458,1223032,0,936440,0,100
22362524,2651,150898613,113463406,52616543,55689887,1534321,505388,195180094,3419846,27220455,39047012,64920134,0,174594831,213165406,253017916,0,39852510,0,39852510,1220
22386248,4621,156365811,62921342,19295745,42833722,791875,634017,190024436,3366645,,26530089,18345370,,82670162,84516855,83123778,1393077,0,1135855,0,53
22424341,2361,88486828,62880178,18139655,29105377,15635146,130364,105356778,3354767,964079,41821746,73598140,,172029418,181428734,178102778,3325956,0,3325956,0,471
22500279,3514,44403477,70339963,14394990,54598767,1346206,6517932,102422879,,238622,18599871,13565350,,215396335,221655944,219175316,2480628,0,1969830,0,203
22508469,3514,2414,76235012,,33294455,38728931,66035,34236155,,491588,41575718,21250000,,281693951,284624340,278032314,6592026,0,5559342,0,2
22642567,4621,1039551,245187894,437959,187866021,56883914,84420,175867637,208228,,70236000,46870,,480745114,480832293,466063288,14769005,0,13779332,0,25
22647564,4771,4578787,87804181,26450297,35523653,25830231,2005253,23973538,,1621824,68792859,650010,,273249180,279042257,197954252,81088005,0,68012847,0,370
22650853,1073,40020072,21086927,8316342,7629416,5141169,182352,26562870,5048780,69183,29608518,7611145,,51139163,50488345,48389292,2099053,0,1758421,0,90
22650861,1061,32908187,32030806,5007778,21923256,5099772,217401,21862773,5736271,,37557350,8347130,,119401279,120481421,116472898,4008523,0,3490405,0,93
22694272,4652,5198935,759925057,18627521,698211806,43085730,2585743,278043080,4341392,72714592,412610671,20695600,,4227369794,4247748087,4167249610,80498477,0,62738575,0,190
31601124,8299,12089075,18873198,,18868418,4780,3851,18457959,,7654016,4854149,2500000,,101306592,101478116,99328296,2149820,0,1436807,0,483
31625301,4519,9653586,54301218,29532161,4667828,20075746,1501724,57582593,,4178028,3695907,2200200,,356284480,358447535,355898179,2549356,0,1952323,0,166
31641579,4520,1952390,20324168,9077064,10550688,640416,297028,21230045,170371,,1173170,2200,,75245485,107387122,106802796,584326,0,411489,0,168
31805841,3514,85642,33642696,,31458706,2183990,2166666,43704580,885020,,-8694596,2000,,295392038,312330153,325655435,0,13325282,0,13325282,5
31821219,7022,11875869,65112248,,24845749,6726800,537676,17988826,,5512223,54024744,50000200,,95578515,97385547,94489684,2895863,0,0,1147315,122
31875758,2815,2042623325,1184495212,420186982,758556374,5751856,566715,2135863097,123138188,9323487,959360480,664712000,,7328061605,7549657567,7240525218,309132349,0,246037044,0,1811
31952982,3530,104944153,108457213,10491734,65289333,32676146,9774959,100504318,20300783,,102371224,97137630,,269724730,270143525,266093557,4049968,0,1844697,0,525
32011970,8291,342780,12262169,473,4335587,3534191,306342,419583,,456280,12035428,901010,,8861507,10351864,6381423,3970441,0,3249742,0,42
32057510,4675,1064227,169813036,1362247,115770036,52680753,1592,161906016,,2601293,6371546,,,470656948,486737114,497457128,0,10720014,0,10720014,51
32091970,4120,33495826,6062852,,724878,5337974,,1519816,,4768479,33270383,1000,,2747143,6526352,-11363641,17889993,0,17889993,0,2
32097794,3511,70292174,54194146,9566417,35256010,9371719,298587,129426454,307461,19998052,-24947060,70576810,,125437887,124142082,133697360,0,9555278,0,9555278,1306
32139008,4613,3356082,13337644,7745466,4861616,730562,53853,11472520,,0,5275059,5000,,35898684,36094899,33958872,2136027,0,1867346,0,53
32193007,6202,54262551,148331028,17958,86660741,61652329,405568,96005008,,8133373,98860766,250000,,222658291,241445745,212617192,28828553,0,23711299,0,722
32269318,1011,4332981,8704604,,8601395,103209,24857,6717209,,,6345233,2000,,119509880,119510008,110804311,8705697,0,6008218,0,899
32298992,4711,1203010,2375730,1477041,658263,275628,,4570003,,,-991263,6895000,,28623008,28705217,30239522,0,1534305,0,1534305,127
32306920,7219,40828372,26076808,3328396,4028073,18720339,145556,10820054,8373394,3711250,44146038,,23239198,79001919,81432093,81345242,86851,0,86851,0,816
32326774,4941,13530844,477243,129739,330685,16819,,7281197,,,6726890,7719200,,36624952,36699733,35000284,1699449,0,1217775,0,243
32429907,4651,101903,50698696,5642553,36607002,8449141,20905,52780014,24926,216742,-2200178,889680,,230825621,231159845,230969745,190100,0,190100,0,23
32453050,4920,13364597,62390613,12045,61691766,686802,1313452,64541044,,,12527618,10000,,297939405,300245451,297208090,3037361,0,2518794,0,15
32489810,4690,,37084406,,37054414,29992,,35158613,,,1925793,200,,11892310,11892338,11905541,0,13203,0,13203,
32578720,2229,32398334,9845713,4657506,5157817,30390,2498,24959079,12697121,,4590345,2701000,,16821434,19353070,19130382,222688,0,185775,0,172
32600127,4941,2934922,808555,,668945,139610,,2525908,161519,,1056050,1278240,,4296023,4309825,4361938,0,52113,0,52113,5
32647456,5223,2283913,9922563,1326483,7171805,1424275,14838,6312091,,,5909223,1000,,48800282,49620596,42904232,6716364,0,5761925,0,366
32658390,910,80141131,274822987,,244675262,30147725,9843912,118681441,52738,40918663,205155188,180956000,,500495232,504433984,487075834,17358150,0,16273758,0,1082
33067767,4711,16701429,39472490,19503453,8563649,7153114,9739,74384651,,,-18200993,115000,,146335795,146437907,149779300,0,3341393,0,3341393,180
33121785,7820,745644,43632150,,40135499,3496651,8773,38183613,595133,205435,5402386,27910,,157293699,157324225,155275181,2049044,0,1637991,0,3785
7547588,7112,100682776,260309154,32050648,212541806,15716700,139305,342393757,,,18737478,,,308107467,341542109,337066479,4475630,0,4475630,0,218
7561485,5229,134261239,23578788,371320,23129633,77835,219721,20859418,,583939,136616391,78870000,,109376775,120634585,90831310,29803275,0,26597686,0,135
7562758,3514,881884,52487713,16115015,31290092,5082606,26860629,66142255,,,14087971,20000,,314276128,314342785,303281003,11061782,0,9493093,0,11
7568475,2364,102836155,64331281,25533164,35945122,2852995,188860,47275626,,362217,119718453,13164150,,204712220,208455484,198050729,10404755,0,9069400,0,189
7608294,2110,133302841,230170594,19247521,210728039,195034,98401,162635474,,8373731,192562631,105204000,,345758646,347939861,324482873,23456988,0,18490918,0,309
7643445,4639,25427538,12483538,535682,10455706,165081,,47304762,,,-9393686,3579300,,2064439,2068819,3191848,0,1123029,0,1123029,31
7709175,4730,5575233,19956648,9562226,8684937,1709485,40684,10830437,,,14742128,650000,,241651090,242257047,238612091,3644956,0,3148157,0,66
7722930,111,256815892,1304675769,123886200,1180535451,254118,,1180859320,,,380632341,53238495,,18025056,20926848,28525085,0,7598237,0,7598237,80
7745470,4730,523018891,668266846,371976602,236852329,59437915,7263792,359184096,8350164,17316303,813698966,242621500,,5469740835,5514969483,5299438191,215531292,0,183299265,0,228
7759807,2042,256759607,23886012,4058700,18514665,1312647,,13379582,,,267266037,186565158,,100838957,104056295,90841821,13214474,0,11028281,0,279
7904419,4531,13747952,195729696,138931784,55212701,1320543,731945,171063845,,,39145748,5000000,,557038712,562126316,552987474,9138842,0,7718604,0,535
7918740,4719,10806565,61704959,22126713,2924963,36653283,111748,4224772,59199,,68339301,30500,,117404587,161403560,149526490,11877070,0,10362743,0,163
7938152,4646,1732444,622194230,101293412,258762966,262137852,2157693,77780424,,20351600,527952343,453010442,,423560799,426251899,413456068,12795831,0,10201406,0,142
8006670,4211,80738087,129761282,42662223,57595470,29503589,283707,89732464,3564183,,117486429,2500000,,171907891,238095413,234487403,3608010,0,3313135,0,707
8006912,4690,1529482,94500815,52265008,36193563,360797,143120,74008998,,,22164419,200000,,130333797,132398010,118088832,14309178,0,12322843,0,153
8037897,4612,163300220,78627470,29737840,32695795,16193835,405754,173698936,22821,3228873,65382814,4910008,,472525583,479418584,436526102,42892482,0,34969048,0,290
8084031,7311,1113678,76507642,,59695512,4118435,2016565,69625488,1731618,2271,8278508,13000,,201741398,203630943,195432131,8198812,0,7099588,0,138
8119423,4639,545243980,1224543233,280706072,112507962,77340169,2380927,762305349,8537371,68118913,933206507,13537500,0,4729779600,4768026052,4628584878,139441174,0,116129379,0,3908
8184502,1082,124205083,192089138,62543266,80445786,49100086,521099,145937696,2621,26898212,143976791,132906800,,820647470,850379883,746874366,103505517,0,88152530,0,865
8187878,4634,32281352,32908927,9768675,20900524,1348489,153918,21516533,118865,552399,43156400,3050000,,208100692,208629660,201813614,6816046,0,5722721,0,370
8204170,4621,113458053,679007870,455469956,223046180,491734,761443,661715929,75585,33836,131402016,20092273,,2961385659,2983570526,2949406379,34164147,0,28061777,0,
8206929,111,47059081,45368026,33905414,9745529,1717083,349816,43727049,2012120,50029,46987725,2430000,,143664676,154307030,149182695,5124335,0,4709846,0,231
8223504,4643,93152,99388929,26289097,53521153,19578679,17158,45851063,,5404062,48244114,4005400,,240689500,242171772,237868765,4303007,0,3762282,0,28
8226390,4649,41055653,166732681,1462377,164371770,898534,60384,136138824,,2968696,68741198,43072112,,897554948,900004810,880099571,19905239,0,16277285,0,227
14300172,2932,43516198,114067922,41302945,57345560,15419417,1447644,55295127,,17142171,86594466,19045200,,404104012,431618123,421405411,10212712,0,8677321,0,932
14300920,3317,4911470,32100613,20008390,11026528,1065695,20860,108237080,8766091,,-79970228,14994203,,94571872,98543666,98524255,19411,0,19411,0,1224
14320668,3315,60761846,56346675,2982771,52152826,1211078,120920,27881583,,3346000,86001858,912150,,75868581,76589524,69486374,7103150,0,5525282,0,424
14325363,3513,43614106,61262453,3697665,15198720,10120513,29304,13646080,,,91259783,67957470,,115850401,117722158,111087524,6634634,0,6634634,0,160
14327160,111,174546152,299399628,105101983,178426385,15871260,1875956,163719608,6535005,8559291,297007832,90000,,359222555,386672168,303202114,83470054,0,73304949,0,834
14328360,4778,237607986,298247867,218382364,66394808,13470695,2909855,648211640,,17545885,-126991817,77529070,,696059339,710801157,744821085,0,34019928,0,36612940,977
14361269,2540,33542290,17179306,4147217,2902810,10129279,9816,3698381,132299,658140,46242592,5113780,,17138843,18920205,17768101,1152104,0,936987,0,237
14362477,7112,41605630,83836657,67813238,15566437,456982,180588,79536755,4596049,1204590,40285481,456700,,78802199,93969986,86831754,7138232,0,6434284,0,129
14368402,2221,42521127,46123708,20029089,17986925,8107694,71236,14560717,807523,,73347831,6480000,,83457417,104119056,101641130,2477926,0,2394011,0,123
14370054,3522,58780829,21664175,2109195,15418235,4136745,550073,21675728,1469093,119400,57730856,47012126,,37779997,39339880,34839560,4500320,0,3928827,0,65
14373832,2540,107496597,40204928,30445868,9264579,485107,,88375426,23637715,21606,35666778,20467573,,71912768,81833599,80928930,904669,0,904669,0,884
14374293,4711,82744069,315107878,131943998,46031263,30132617,6283843,334954286,4048961,5000000,60132543,82455677,,1772976330,1774510103,1768119297,6390806,0,3741527,0,3951
14376421,2592,168806711,155186127,63947436,78557287,12681404,71975,78786031,394565,,244884217,99431890,,389080040,394226104,352975939,41250165,0,34658755,0,201
14381460,5229,5169071,22601103,1211,19020044,3579848,128660,25598295,,1460682,839857,200,,191909738,196533800,199008024,0,2474224,0,2474224,92
14390493,4690,1534258,65016810,8833840,32186676,23996294,48117,27375516,637122,4101623,34484924,29041740,,199284767,200505117,195843387,4661730,0,3749626,0,94
14397092,2932,128881615,222924266,72649693,86660243,63614330,48933,105310966,,2327175,244216673,5239450,,687898445,692473346,607987748,84485598,0,71450344,0,1667
14398713,4759,40572169,251856871,146073480,22702192,83081199,2648714,336230949,,25223667,-66376862,211818000,,595555084,605671375,719584521,0,113913146,0,113913146,1574
14399646,2110,70309614,126218496,33700027,89301432,3217037,143577,130212847,,,66458840,30100,,138457594,146125605,115604974,30520631,0,27920338,0,321
14403216,3030,9125674,99050026,37897464,41296089,19856473,719532,52339007,,8310910,48245315,11000000,,125590444,150704593,143073137,7631456,0,5636386,0,156
14419107,2222,45278248,29172052,14100263,14107192,964597,982,53712374,15259455,259495,5219958,806400,,82571305,88546335,95009273,0,6462938,0,6462938,650
14423850,2540,63778693,12473457,10263248,2184183,26026,1942,63506722,25999,,12721371,20158435,,2604121,13726977,18592836,0,4865859,0,4865859,228
14430652,4675,20173159,44637701,11461917,29412779,3763005,710841,41912427,88882,1678930,21841462,1284920,0,142810045,149957621,141097491,8860130,0,7642904,0,70
14444712,1011,55924785,76989597,18571352,37115353,21302892,8791,63317167,,,69606006,100000,,381702605,387242874,364290888,22951986,0,19665487,0,1446
14463250,3832,5928932,13970626,2593530,11034118,342978,28609,15203119,,,4725048,500200,,57240880,56260788,56133502,127286,0,99814,0,34
14474675,4941,41641018,34120277,1605422,26848407,2484482,1193172,46614274,537834,37492,29764867,20200,,127075273,130954234,114315203,16639031,0,13940998,0,328
22716893,4635,720319,52836399,3213833,38467548,11155018,18867,40642644,,690425,12242516,800000,,273667157,274271158,267465077,6806081,0,5679834,0,32
22718452,2120,188431309,78483480,21435942,32970042,24077496,1242940,57216731,0,31666377,179274621,241957000,0,164409567,161264197,147322277,13941920,0,13941920,0,275
22796817,2821,12918253,58127126,24296810,33506257,324059,296538,69524356,,2912621,-1095060,1675000,,61262785,37021169,48965959,0,11944790,0,11944790,251
22808091,2932,14013726,110746259,26064221,59451371,25230667,-196574,98348872,666807,2609226,22938506,4000000,,278955985,287073896,264472423,22601473,0,16527219,0,116
22832715,7311,15308891,25370197,,24906542,463655,784492,16823686,,1404522,23235372,3000000,,78615387,80612485,78363902,2248583,0,766731,0,178
22866980,7112,1851632,183251,,161449,21802,,141903,,,1892980,200,,61729393,157077793,164190763,0,7112970,0,8026619,447
22870522,4619,819961,16385681,8387767,7780675,163417,176307,8189845,,,9192104,4575000,,34548408,34739914,34232876,507038,0,430170,0,74
22877962,7739,304939505,82188847,394868,81680019,108842,38459,26679093,,525000,359962718,327807612,,71169093,74865724,63026246,11839478,0,9016923,0,18
22886901,8621,446325,9362017,,9359910,2107,45044,2856636,,2077341,4919409,3000000,,23097266,23165693,21253016,1912677,0,1685990,0,94
22902080,6110,125857892,20868954,1666075,6037451,13165428,1539920,107964470,191537,,40110759,5103540,,42293714,57259993,35920033,21339960,0,18029443,0,22
22913844,6110,146925413,18900668,82756,14164463,4653449,2285449,68769668,15757451,,83584411,13717160,,47891926,50152604,34898522,15254082,0,12285919,0,36
22915470,2611,117263656,50971670,35705921,10702750,4562999,93195,25127667,,,143200854,66004750,,270777366,278912817,263510141,15402676,0,15175242,0,227
22916476,2932,24501958,101367038,50913540,50067828,385670,319613,72242044,,,53946565,4129960,,312955308,316547582,274372398,42175184,0,36663300,0,765
22918469,4632,4247902,12121825,2505779,6957292,2658754,4400,23111977,,447509,-7185359,200,,129548796,133355498,139599012,0,6243514,0,6243514,137
23000336,2442,427618685,357603834,261872845,92450488,3280501,8051773,528356067,44810970,1534293,218572962,39990,,462158949,610769743,542611040,68158703,0,62024869,0,1194
23037327,7022,33556060,288774410,10589734,250655338,27529338,4267140,262781991,,15857521,47958098,26121262,,191330771,186699243,186471834,227409,0,0,2829732,266
23125259,6311,8243487,125505241,11249,122700775,2793217,429647,47203015,209282,2923828,83842250,2481750,,157924880,162883244,148022760,14860484,0,12555760,0,2812
23136886,4941,26353240,102566123,,97999740,4566383,314826,125050612,,,4183577,1367400,,105471922,124665050,124395909,269141,0,143065,0,166
23160019,4675,0,5388283,5260961,107849,19473,,5466689,,,-78406,200,,413784,413992,466246,0,52254,0,52254,5
23225576,4765,25721055,70864717,61035033,6923560,2906124,1922636,93090390,,,5418018,4705490,,180466203,182112378,196583679,0,14471301,0,14471301,542
23308833,3522,158332,701654960,9571412,685819254,6264294,167390,312706573,281814,166483308,222508987,71750240,,1170672418,1177868780,1026783782,151084998,0,122502592,0,2545
23553484,8610,22932002,3178324,335291,772428,93886,18981,19480918,31243,338796,6278350,42767800,,16109313,16141445,15354303,787142,0,787142,0,121
23581310,4672,897428,58119029,27718037,29446327,954665,82422,38734536,,10959,20353384,18252800,,100766408,101343090,97490504,3852586,0,3204969,0,42
23605834,4675,26404396,94371365,20566466,66307180,7497719,41853,79177279,,,41640335,200,,112012601,113745280,99804286,13940994,0,11792631,0,33
23727785,4771,54266718,166333866,60895827,38119321,10820300,1846157,160632030,4420372,1255983,56138356,15500000,,760555708,763517127,720998082,42519045,0,32702386,0,960
23765770,7312,905304,58655597,,32433655,26221942,,20986893,,,38574008,2376500,,92013109,92032013,87589916,4442097,0,2947184,0,181
1467188,2013,244007469,130120124,31414201,93744211,4961712,4212481,83025711,50027,4579119,290685217,525084701,,389511192,428515127,405006364,23508763,0,15609660,0,587
1485931,2932,88293030,122685546,38204112,66200561,18280873,377789,89266699,,2175778,119913888,29323712,,223608008,236738738,225118808,11619930,0,7734964,0,308
1515382,2399,279143107,80770357,60387292,20188812,194253,3583,133079027,69245729,,157592291,44754565,,87131998,97000464,96435715,564749,0,457997,0,166
1520931,2731,239603928,303691432,93699270,196288336,13703826,43061,348014169,,13901037,181423215,103850920,,866284789,885450793,871079048,14371745,0,10791069,0,688
1552801,7112,171947453,86113430,7076217,65476042,13561171,220283,117461853,,525616,140293697,71804873,,70708710,121809262,155683242,0,33873980,0,33873980,570
1554136,4646,86462354,345473267,65912090,272644893,6916284,41070,85400364,,2239305,344337022,24720000,,168732611,174922293,165303081,9619212,0,4392846,0,11
1555115,4321,25411145,206850263,46883541,92748342,67218380,463842,107918747,55179732,3151828,66474943,15000000,,223290617,222299659,207486050,14813609,0,12657263,0,718
1555468,4322,141789698,189482400,83381642,87405689,18695069,33356,165898366,707192,8353353,156346543,70743759,,402318930,436913245,433499531,3413714,0,3413714,0,1611
1556536,2511,168856923,132215857,32011507,44115653,56088697,181036,96922838,62024,2981480,201287474,13725821,,213524045,257356552,230682439,26674113,0,22548775,0,156
1556820,4291,340901771,487732007,140915715,220007415,72585091,8918769,355221264,2200633,45730484,434400166,133786440,0,309191036,326605913,322149904,4456009,0,4456009,0,1758
1557850,4299,30788968,176972008,21049194,128609908,27108789,16412143,166163226,,,58009893,15630640,,409332343,413574024,403462743,10111281,0,5568818,0,179
1559737,5510,278191575,43147725,3592872,28873136,10430956,875072,152725321,44172,3609551,165835328,96820901,,118902635,124957696,118815852,6141844,0,4057761,0,838
1565534,4120,30406994,90323252,11724767,60740102,17843930,89427,88670265,179056,8620057,23350295,30000,,79205301,79638852,78446195,1192657,0,946422,0,98
1567802,5510,384979793,45873074,2080722,8435449,35356903,736239,279230513,36220,57828,152264545,28186700,,148634001,170197412,149295292,20902120,0,20365276,0,11
1568611,4673,72656265,41597782,17795725,8748302,14051620,104435,9496742,,94389,104767351,25469499,,107192337,108774413,107835646,938767,0,938767,0,146
1571536,4321,41637279,148277360,18587025,104000210,25690125,324061,71490070,43773069,2631821,72343740,16800000,,304263173,301686898,291392270,10294628,0,8469472,0,1204
1589886,4931,2267640544,269923057,51517683,198419268,19986106,1996422,218377684,8852501,,2312329838,,378444106,752503195,826334187,818573354,7760833,0,7179895,0,10206
1589932,5223,613557542,607564645,11277754,169116251,327170640,13591289,90580608,1427219,644636835,498068814,,214684295,824810379,859956534,971240838,0,111284304,0,129074877,1488
1590120,210,958455586,936911808,156640399,78623682,700136030,4054521,395107085,458772428,46181040,999361362,,117708518,1961436898,2262143916,1959619043,302524873,0,248846470,0,16246
1590236,7120,190093007,178394905,1817904,3326192,173250809,606254,79256106,124392,49773288,239940380,,233525,380449431,381117678,233973675,147144003,0,122802378,0,1669
1590430,893,191614478,337802682,15192268,66918796,158316199,1121574,69294111,4993180,102631979,353619464,40936410,0,371494641,395909000,289581618,106327382,0,86403177,0,1612
1590678,5320,4352443,67711663,100341,46253750,21357572,463271,48110255,,2831648,21585474,10917140,,256351985,302151468,292019519,10131949,0,7838889,0,422
1590899,4675,992040,140836652,46440635,79499270,14896747,185420,124451482,126733,600120,16835777,3000,,204549810,209793703,206002048,3791655,0,3018095,0,22
1591231,111,105531754,239832548,10919703,128987280,99925565,142895,101594301,1636269,,242276627,9663160,,267918860,268065285,246321055,21744230,0,19151285,0,108
8273278,2363,94237228,33652643,5656479,20698754,7297410,240162,43158145,4333783,,80638105,20000000,,91856953,108165134,103472505,4692629,0,4622349,0,398
8278020,111,17277155,12112505,6701532,5386507,24466,20,16444363,392794,0,12552523,2829655,0,99070765,106691928,105909905,782023,0,782023,0,165
8296093,6010,112643807,98234336,1737477,38477151,18235620,63837,32823928,7002666,6047087,165068299,6828064,,402379181,409484172,398143927,11340245,0,8598072,0,2051
8297854,3521,102737212,39860820,15202652,21330539,3327629,612360,54682804,35135,3228711,85263742,28637790,,180635312,182873371,176188577,6684794,0,5205971,0,195
8319871,4639,16076592,34327163,19389508,2638908,12298747,122365,15592206,,,34933914,14500000,,223768584,225108811,209493796,15615015,0,13560300,0,181
8337258,4531,985789,36863585,19218345,8841410,8803830,65291,59745892,43081,4031665,-25905973,11363390,,110185164,118910207,144775094,0,25864887,0,25864887,236
8392201,5210,19262250,23114201,11874814,8147330,3092057,,9973661,311693,27846,32063251,8177653,,65791467,70809421,69617446,1191975,0,1104831,0,59
8411320,4649,1018917,214615973,16274495,190185058,8156420,228189,158646425,,,57216654,19241744,,455627903,457011212,434159678,22851534,0,16180321,0,178
8439215,4941,21907105,43122973,5840571,30888736,6393666,57444,40086859,622187,,24378476,1320000,,139974425,140971414,136213648,4757766,0,4083185,0,121
8461115,4675,225219,46203259,34530379,8033586,3639294,,12821766,,,33606712,50000,,127073935,127215431,122801360,4414071,0,3716683,0,37
8468440,6020,855431925,125588952,2092105,90281638,33215209,50739319,87196690,73638344,14204285,856720877,7367715,,60584360,1023261060,383926387,639334673,0,583670356,0,2273
8509728,4531,43875382,62987521,30725696,15803577,4560321,168804,78083759,,,28947948,200000,,153811253,155063901,149066349,5997552,0,5238111,0,223
8517267,4511,22408255,32879808,22924084,8235060,1720664,,33936075,,,21351988,492000,,200414819,202673884,195559229,7114655,0,6179057,0,158
8529539,4649,30503293,70563907,29863391,24958383,15742133,1680115,66736059,112571,1382964,34515721,4675632,,557806181,560984983,528523828,32461155,0,28896007,0,150
8529679,2221,221916469,104170227,53733068,40447549,9989610,216019,78174294,1719303,,246409118,6706000,,222450979,235437790,228666752,6771038,0,6620217,0,425
8539532,4531,166931175,554856413,292814277,238342057,23700079,1884779,427019008,72369,1008909,295572081,3690,,1268948301,1286653785,1233738196,52915589,0,50812326,0,1344
8601391,4645,4655535,117977836,40074829,59403638,18499369,329658,53360771,,421,69601837,8355012,,298426277,299251372,270879638,28371734,0,23502872,0,224
8630885,7112,54175457,18892418,9752815,7251506,1888097,1534890,9449877,,,65152888,5083905,,23195561,26459185,24035072,2424113,0,2162141,0,199
8721959,2011,636576853,215663616,27843540,165587941,22232135,617607,144504244,189912,7484271,700679649,23860098,,597858329,608372193,466103618,142268575,0,117599893,0,507
8780491,8010,460652,45469305,1794171,31269994,12405140,128802,36568139,28258,,9462362,1000,,125382845,137362100,132143940,5218160,0,4029985,0,3595
8808452,4635,19638768,1160468647,379770614,479085051,30011902,5458902,861829224,,16406136,307330957,929970,,8870586009,8946837142,8582781312,364055830,0,305482130,0,679
8844340,4646,1858313,185929679,34964384,87155181,24373,933037,41788681,,,146932348,103609600,,282230230,283954637,241363712,42590925,0,36188331,0,102
8844358,4211,51293448,64614643,5435097,55971170,3208376,419988,57695628,4067,13758297,44870087,10920590,,123209041,141544637,143729179,0,2184542,0,2184542,292
8870390,4634,8694815,19594669,12270767,6216291,1095631,33138,18491808,,,9830814,890200,,122952254,123058394,119199921,3858473,0,3199315,0,122
8877045,4690,34571796,285941532,105511921,156310953,24118658,1897909,288790389,,,33620848,5960540,,416912778,421409789,409331201,12078588,0,10089180,0,565
14476722,3513,2279400539,173978814,9770942,140235577,23972295,1124429,542716761,560861649,69246410,1281678962,371264060,,632318705,681828023,580832204,100995819,0,85191595,0,1857
14490379,3513,1937954823,1420829846,1840605,126271044,1292718197,1362258,221373499,409451044,43790038,2685532346,382153800,,483205577,556976287,464093027,92883260,0,82779432,0,750
14491102,3513,2947025899,433601281,9805662,331729858,92065761,3607911,661908953,415689175,91691688,2214945275,675181547,,771917745,822249011,825323403,0,3074392,0,15069603,1257
14493260,3513,2123043305,216340615,12398713,144184836,59757066,82421,444767533,592534566,66556275,1235607967,423967400,0,662433751,723687725,602439068,121248657,0,103867590,0,1763
14498119,4621,1022718,370699188,291082318,79486850,130020,783556,334898024,,11047970,26559468,2841216,,2901474202,2987796884,2971998739,15798145,0,15798145,0,67
14500308,3513,1681095911,722568148,1538391,99645626,621384131,1295984,183457146,413832062,39305265,1768365570,280285560,,412584278,478278227,419542641,58735586,0,49458126,0,622
14506181,3513,2336868879,258978032,25229850,137184693,96563489,184539,368134063,538889993,78559266,1610448128,354364670,,636612471,670288484,625010772,45277712,0,40384327,0,1836
14507322,3513,3664030773,2658774403,2785158,386924188,2269065057,1262748,587080152,1045274967,77035643,4614677162,271365250,,750558664,879088160,793186868,85901292,0,85901292,0,929
14507969,111,13670845,74282588,25166531,48898463,217594,1800254,69145402,876696,,19731589,300200,,107726296,112464933,101638437,10826496,0,9603229,0,44
14516495,2229,14312978,28095229,7684061,4179621,13883808,137822,29979098,554120,,12012811,30000,,18697675,17767318,31087051,0,13319733,0,13319733,88
14521289,4313,343635,2117905,79585,1686285,352035,,3209458,,,-747918,2560530,,2856773,2862251,2991164,0,128913,0,128913,63
14528066,4719,49992832,44531906,26017504,15442735,3071667,121047,74109921,18537,0,20517327,2100300,0,164259973,167021940,159418945,7602995,0,6402894,0,346
